"읍면동별(1)",읍면동별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"읍면동별(1)",읍면동별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),65세이상 고령자 (명)
"읍면동별(1)",읍면동별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계
"영월군",김삿갓면,1031,1801,920,881,1791,918,873,10,2,8,595
"영월군",북면,1284,2265,1175,1090,2237,1159,1078,28,16,12,803
"영월군",남면,1348,2316,1213,1103,2297,1206,1091,19,7,12,800
"영월군",한반도면,1756,3139,1717,1422,3114,1702,1412,25,15,10,1025
"영월군",주천면,2186,3965,2019,1946,3942,2012,1930,23,7,16,1352
"영월군",수주면,1190,2058,1038,1020,2047,1036,1011,11,2,9,721
"평창군",소계,21172,43021,21938,21083,42610,21771,20839,411,167,244,10675
"평창군",평창읍,4092,8834,4476,4358,8751,4445,4306,83,31,52,2037
"평창군",미탄면,936,1747,914,833,1732,912,820,15,2,13,525
"평창군",방림면,1386,2512,1298,1214,2493,1288,1205,19,10,9,809
"평창군",대화면,2753,5537,2777,2760,5478,2755,2723,59,22,37,1592
"평창군",봉평면,2890,5916,3077,2839,5872,3059,2813,44,18,26,1296
"평창군",용평면,1597,3261,1638,1623,3223,1624,1599,38,14,24,822
"평창군",진부면,4408,9278,4616,4662,9201,4578,4623,77,38,39,2318
"평창군",대관령면,3110,5936,3142,2794,5860,3110,2750,76,32,44,1276
"정선군",소계,19761,37965,19673,18292,37700,19595,18105,265,78,187,9508
"정선군",정선읍,5154,11066,5630,5436,11014,5618,5396,52,12,40,2324
"정선군",고한읍,2853,4527,2387,2140,4509,2383,2126,18,4,14,1067
"정선군",사북읍,2564,5141,2687,2454,5115,2681,2434,26,6,20,930
"정선군",신동읍,2041,3727,1883,1844,3692,1875,1817,35,8,27,1152
"정선군",남면,1814,3442,1850,1592,3399,1829,1570,43,21,22,800
"정선군",북평면,1334,2606,1307,1299,2593,1301,1292,13,6,7,807
"정선군",임계면,1969,3693,1950,1743,3646,1933,1713,47,17,30,1229
"정선군",화암면,912,1702,900,802,1680,896,784,22,4,18,501
"정선군",여량면,1120,2061,1079,982,2052,1079,973,9,0,9,698
"철원군",소계,21451,47138,24854,22284,46413,24408,22005,725,446,279,9464
"철원군",철원읍,2310,5244,2705,2539,5191,2682,2509,53,23,30,1155
"철원군",김화읍,1798,3947,2165,1782,3806,2070,1736,141,95,46,757
"철원군",갈말읍,5803,12813,6929,5884,12665,6840,5825,148,89,59,2432
"철원군",동송읍,7331,16361,8328,8033,16243,8267,7976,118,61,57,3183
