시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄발생횟수
광주광역시,남구,월산4동,0.0,9225.0,1.0,0.0,0.0,10.139259592526614
광주광역시,남구,월산5동,0.0,6830.0,1.0,0.0,0.0,7.506898972027836
광주광역시,남구,백운1동,0.0,13019.0,1.0,0.0,0.0,14.309270529550568
광주광역시,남구,백운2동,0.0,6311.0,2.0,0.0,0.0,6.936462578692191
광주광역시,남구,주월1동,0.0,20184.0,6.0,0.0,0.0,22.184370256428963
광주광역시,남구,주월2동,0.0,8698.0,6.0,0.0,0.0,9.560030345343794
광주광역시,남구,효덕동,1.0,47590.0,0.0,0.0,0.0,52.306489323397464
광주광역시,남구,송암동,0.0,19302.0,0.0,0.0,0.0,21.21495811977764
광주광역시,남구,대촌동,1.0,5769.0,0.0,0.0,0.0,6.340746730545912
광주광역시,동구,충장동,0.0,4502.0,0.0,0.0,0.0,4.8082791717585645
광주광역시,동구,동명동,0.0,4066.0,1.0,0.0,0.0,4.3426173061684405
광주광역시,동구,계림1동,0.0,6108.0,4.0,0.0,0.0,6.523538245468972
광주광역시,동구,계림2동,0.0,8271.0,4.0,0.0,0.0,8.833691032788778
광주광역시,동구,산수1동,0.0,8900.0,5.0,0.0,0.0,9.505483036128659
광주광역시,동구,산수2동,0.0,10764.0,5.0,0.0,0.0,11.496294314706615
광주광역시,동구,지산1동,0.0,4818.0,2.0,0.0,0.0,5.145777221131222
광주광역시,동구,지산2동,0.0,5086.0,2.0,0.0,0.0,5.432009744016894
광주광역시,동구,서남동,0.0,3787.0,0.0,0.0,0.0,4.044636433462835
광주광역시,동구,학동,0.0,8629.0,3.0,0.0,0.0,9.21604641783755
광주광역시,동구,학운동,0.0,12387.0,0.0,0.0,0.0,13.22970992904783
광주광역시,동구,지원1동,0.0,8266.0,0.0,0.0,0.0,8.828350873779717
광주광역시,동구,지원2동,0.0,14920.0,0.0,0.0,0.0,15.935034483038155
광주광역시,북구,중흥1동,0.0,4978.0,2.0,0.0,0.0,12.728378773661701
광주광역시,북구,중흥2동,0.0,7074.0,2.0,0.0,0.0,18.087696152045574
광주광역시,북구,중흥3동,0.0,4814.0,3.0,0.0,0.0,12.309042871917924
